points,price,province,region_1,region_2,variety,winery
88,18.0,Oregon,Dundee Hills,Willamette Valley,Pinot Gris,The Four Graces
88,17.0,Oregon,Willamette Valley,Willamette Valley,Riesling,Amity
88,24.0,Oregon,Rogue Valley,Southern Oregon,Cabernet Sauvignon,Arcane Cellars
88,60.0,Oregon,Willamette Valley,Willamette Valley,Pinot Noir,Benton-Lane
88,40.0,Oregon,Eola-Amity Hills,Willamette Valley,Pinot Noir,Expression 44°
88,75.0,Oregon,Dundee Hills,Willamette Valley,Pinot Noir,The Four Graces
88,16.0,New York,Finger Lakes,Finger Lakes,Pinot Gris,Hunt Country Vineyards
88,42.0,California,Paso Robles,Central Coast,Rhône-style Red Blend,Brecon Estate
88,48.0,California,Temecula Valley,South Coast,Red Blend,Callaway
88,125.0,California,Napa Valley,Napa,Bordeaux-style Red Blend,Spring Mountain Vineyard
88,14.0,Oregon,Willamette Valley,Willamette Valley,Pinot Gris,Stanton Vineyard
88,42.0,California,Happy Canyon of Santa Barbara,Central Coast,Sauvignon Blanc,Dragonette
88,13.0,Oregon,Oregon,Oregon Other,Pinot Gris,Firesteed
88,34.0,Oregon,Rogue Valley,Southern Oregon,Grenache,Folin Cellars
88,60.0,California,Carneros,Napa-Sonoma,Chardonnay,Grgich Hills
88,22.0,California,Arroyo Seco,Central Coast,Chardonnay,Ventana
88,28.0,Oregon,Walla Walla Valley (OR),Oregon Other,Syrah,WildAire
85,24.0,Oregon,Willamette Valley,Willamette Valley,Pinot Noir,Honeywood Winery
85,16.0,California,Napa Valley,Napa,Merlot,Irony
85,10.0,California,California,California Other,Merlot,Little Black Dress
85,12.0,California,California,California Other,Pinot Grigio,Estancia
85,16.0,California,Central Coast,Central Coast,Syrah,Bridgeway
94,38.0,California,Amador County,Sierra Foothills,Zinfandel,Scott Harvey
94,34.0,California,Sonoma Coast,Sonoma,Pinot Noir,Sea Slopes
94,100.0,Oregon,Willamette Valley,Willamette Valley,Pinot Noir,Trisaetum
94,95.0,Oregon,Dundee Hills,Willamette Valley,Pinot Noir,Bergström
94,52.0,California,Carneros,Napa-Sonoma,Chardonnay,Shafer
94,35.0,Oregon,Willamette Valley,Willamette Valley,Chardonnay,Bergström
94,85.0,Oregon,Willamette Valley,Willamette Valley,Chardonnay,Big Table Farm
94,32.0,Oregon,Ribbon Ridge,Willamette Valley,Riesling,Trisaetum
94,32.0,Oregon,Dundee Hills,Willamette Valley,Riesling,Trisaetum
94,120.0,Oregon,Walla Walla Valley (OR),Oregon Other,Syrah,Horsepower
94,85.0,California,Diamond Mountain District,Napa,Malbec,J. Davies
94,38.0,California,Rutherford,Napa,Zinfandel,Tres Sabores
94,58.0,California,Sonoma Coast,Sonoma,Pinot Noir,Williams Selyem
94,85.0,Oregon,Walla Walla Valley (OR),Oregon Other,Syrah,Cayuse
94,80.0,California,Napa Valley,Napa,Cabernet Franc,Chappellet
94,75.0,California,Sonoma Coast,Sonoma,Pinot Noir,Cobb
94,50.0,Oregon,Chehalem Mountains,Willamette Valley,Pinot Noir,Dion
94,60.0,Oregon,Eola-Amity Hills,Willamette Valley,Pinot Noir,Drouhin Oregon Roserock
90,28.0,California,Napa Valley,Napa,Cabernet Sauvignon,Robert Mondavi
90,15.0,Washington,Yakima Valley,Columbia Valley,Viognier,Stevens
90,19.0,California,Napa Valley,Napa,Chardonnay,Rutherford Ranch
90,40.0,California,Paso Robles,Central Coast,G-S-M,Sextant
90,45.0,California,Sonoma Coast,Sonoma,Chardonnay,Landmark
90,13.0,Washington,Yakima Valley,Columbia Valley,Sauvignon Blanc,Mercer
90,35.0,Washington,Yakima Valley,Columbia Valley,Cabernet Franc,Barrage Cellars
90,20.0,California,Yolo County,Central Valley,Zinfandel,Berryessa Gap
90,38.0,California,Central Coast,Central Coast,Rhône-style Red Blend,Bonny Doon
90,15.0,Washington,Horse Heaven Hills,Columbia Valley,Sauvignon Blanc,Chateau Ste. Michelle
90,10.0,California,California,California Other,Merlot,Cookies & Cream
90,56.0,California,Paso Robles,Central Coast,Zinfandel,Daou
84,16.0,New York,Seneca Lake,Finger Lakes,Riesling,Three Brothers
84,40.0,Washington,Naches Heights,Columbia Valley,Pinot Gris,Wilridge
84,20.0,Washington,Naches Heights,Columbia Valley,Red Blend,Wilridge
84,38.0,California,Sonoma Mountain,Sonoma,Pinot Noir,Belden Barns
84,65.0,California,Napa Valley,Napa,Cabernet Sauvignon,In Re
84,27.0,California,Napa Valley,Napa,Red Blend,Experience
84,100.0,California,Napa Valley,Napa,Cabernet Sauvignon,Madrigal
84,25.0,New York,Hudson River Region,New York Other,Chardonnay,Millbrook
84,13.0,California,Lodi,Central Valley,Chardonnay,Scotto Family Cellars
83,11.0,California,Napa Valley,Napa,Meritage,Kirkland Signature
83,17.0,Washington,Columbia Valley (WA),Columbia Valley,Merlot,Barnard Griffin
83,45.0,New York,New York,New York Other,White Blend,Ports of New York
87,24.0,Washington,Columbia Valley (WA),Columbia Valley,Red Blend,Whitman Cellars
86,23.0,California,Napa-Sonoma,Napa-Sonoma,Cabernet Sauvignon,Ghost Pines
86,18.0,California,Sonoma Valley,Sonoma,Merlot,Wellington
86,26.0,Washington,Columbia Valley (WA),Columbia Valley,Bordeaux-style Red Blend,Lost River
86,48.0,California,Sonoma Coast,Sonoma,Pinot Noir,Pali
86,40.0,California,Russian River Valley,Sonoma,Pinot Noir,Robert Stemmler
88,13.0,California,California,California Other,Chardonnay,Chime
87,35.0,Oregon,Willamette Valley,Willamette Valley,Chardonnay,Aubichon Cellars
87,14.0,California,California,California Other,Zinfandel,Cambridge & Sunset
87,35.0,Oregon,Willamette Valley,Willamette Valley,Chardonnay,Coelho
93,52.0,California,Alexander Valley,Sonoma,Cabernet Sauvignon,St. Francis
93,115.0,California,Yountville,Napa,Bordeaux-style Red Blend,Tamber Bey
93,60.0,California,Santa Maria Valley,Central Coast,Pinot Noir,Tantara
93,40.0,California,Sta. Rita Hills,Central Coast,Pinot Noir,Westerly
93,55.0,California,Bennett Valley,Sonoma,Sauvignon Blanc,Aesthete
93,60.0,California,Paso Robles Willow Creek District,Central Coast,Syrah,Barton
93,75.0,California,Santa Barbara County,Central Coast,Syrah,Central Coast Group Project
93,58.0,California,Sta. Rita Hills,Central Coast,Pinot Noir,Fess Parker
93,55.0,California,Ballard Canyon,Central Coast,Syrah,Hecho por Ruben
93,65.0,California,Green Valley,Sonoma,Sparkling Blend,Iron Horse
93,38.0,California,Suisun Valley,North Coast,Charbono,Judd's Hill
93,49.0,California,Russian River Valley,Sonoma,Chardonnay,Longboard
93,32.0,California,Santa Maria Valley,Central Coast,Pinot Noir,Piro
93,55.0,California,Sta. Rita Hills,Central Coast,Pinot Noir,Point & Line
93,65.0,California,Sta. Rita Hills,Central Coast,Pinot Noir,Tantara
93,40.0,California,Monterey,Central Coast,Red Blend,White Hart Wine
92,50.0,California,Alexander Valley,Sonoma,Tempranillo,Artesa
92,42.0,California,Russian River Valley,Sonoma,Pinot Noir,Balletto
92,60.0,California,Santa Maria Valley,Central Coast,Pinot Noir,Bien Nacido
92,48.0,California,Central Coast,Central Coast,Red Blend,Bodega de Edgar
92,36.0,California,Santa Maria Valley,Central Coast,Chardonnay,Cambria
88,13.0,Washington,Columbia Valley (WA),Columbia Valley,Chardonnay,Chateau Ste. Michelle
88,50.0,California,Napa Valley,Napa,Bordeaux-style Red Blend,Erba
88,40.0,California,Rutherford,Napa,Cabernet Sauvignon,Provenance Vineyards
88,50.0,Washington,Columbia Valley (WA),Columbia Valley,Red Blend,Sol Duc
88,20.0,Washington,Columbia Valley (WA),Columbia Valley,Red Blend,Horan Estates
88,7.0,Washington,Washington,Washington Other,Chardonnay,Washington Hills
88,10.0,Washington,Columbia Valley (WA),Columbia Valley,Chardonnay,Washington Hills
88,40.0,California,Napa Valley,Napa,Cabernet Sauvignon,Bell
85,20.0,California,Contra Costa County,Central Coast,Viognier,Hannah Nicole Vineyards
85,13.0,New York,Cayuga Lake,Finger Lakes,Riesling,Hosmer
85,35.0,California,Russian River Valley,Sonoma,Pinot Noir,Ancient Oak Cellars
85,20.0,California,California,California Other,Cabernet Franc,Cosentino
85,34.0,California,Napa Valley,Napa,Cabernet Sauvignon,Markham
85,26.0,California,Lodi,Central Valley,Petite Sirah,Michael David
84,15.0,California,Russian River Valley,Sonoma,Chardonnay,La Merika
84,10.0,California,Napa Valley,Napa,Merlot,Napa Family Vineyards
84,70.0,California,Sonoma Valley,Sonoma,Cabernet Sauvignon,Petroni
84,24.0,California,Sonoma Valley,Sonoma,Sauvignon Blanc,Petroni
84,10.0,New York,New York,New York Other,Riesling,Brotherhood
89,35.0,California,Sonoma County,Sonoma,Cabernet Sauvignon,Ghost Waltz
89,75.0,California,Stags Leap District,Napa,Cabernet Sauvignon,Cliff Lede
89,25.0,California,Santa Barbara County,Central Coast,Chardonnay,Consilience
89,36.0,California,Fair Play,Sierra Foothills,Syrah,Cedar Creek
89,35.0,California,Santa Barbara County,Central Coast,Chardonnay,Demetria
89,40.0,Oregon,Dundee Hills,Willamette Valley,Pinot Noir,Purple Hands
89,45.0,California,Sonoma Valley,Sonoma,Zinfandel,Rosenblum
89,40.0,California,Paso Robles,Central Coast,Bordeaux-style Red Blend,Still Waters
89,32.0,California,Alexander Valley,Sonoma,Chardonnay,Summers
89,34.0,California,Napa Valley,Napa,Cabernet Sauvignon,Terra Valentine
90,42.0,California,Russian River Valley,Sonoma,Petite Sirah,Viszlay Vineyards
90,98.0,California,Russian River Valley,Sonoma,Cabernet Sauvignon,Viszlay Vineyards
90,35.0,California,Sta. Rita Hills,Central Coast,Syrah,Ampelos
90,56.0,California,Paso Robles,Central Coast,Syrah,Ascencion
90,38.0,California,Sta. Rita Hills,Central Coast,Pinot Noir,Challen
90,38.0,California,Russian River Valley,Sonoma,Syrah,Crux
90,22.0,New York,Finger Lakes,Finger Lakes,Sauvignon Blanc,Damiani
90,18.0,New York,Finger Lakes,Finger Lakes,Rosé,Damiani
90,42.0,California,Russian River Valley,Sonoma,G-S-M,Davis Family
90,39.0,California,Sonoma Valley,Sonoma,Cabernet Sauvignon,Doren
90,38.0,California,Paso Robles,Central Coast,Rhône-style Red Blend,Écluse
90,22.0,Oregon,Rogue Valley,Southern Oregon,Viognier,Grizzly Peak
86,10.0,Washington,Washington,Washington Other,Riesling,14 Hands
86,30.0,California,California,California Other,Red Blend,Dark Hundred
86,35.0,Washington,Columbia Valley (WA),Columbia Valley,Red Blend,Flying Trout
86,17.0,California,Russian River Valley,Sonoma,Pinot Noir,Toad Hollow
86,23.0,California,North Coast,North Coast,Petite Sirah,Penumbra
86,27.0,California,Paso Robles,Central Coast,Rhône-style White Blend,Tablas Creek
87,20.0,California,Sta. Rita Hills,Central Coast,Chardonnay,Gainey
86,20.0,California,El Dorado,Sierra Foothills,Zinfandel,Lava Cap
86,24.0,California,Sierra Foothills,Sierra Foothills,Mourvèdre,Lavender Ridge
86,18.0,California,Amador County,Sierra Foothills,Syrah,Montevina
86,18.0,Washington,Columbia Valley (WA),Columbia Valley,Cabernet Sauvignon,Substance
86,12.0,California,Sierra Foothills,Sierra Foothills,Rosé,Stevenot
86,18.0,California,Shenandoah Valley (CA),Sierra Foothills,Viognier,Stonehouse
86,15.0,California,Lodi,Central Valley,Verdelho,Fenestra
88,36.0,Oregon,Southern Oregon,Southern Oregon,Malbec,Schmidt
88,42.0,California,Russian River Valley,Sonoma,Pinot Noir,August Truth
88,48.0,California,Santa Cruz Mountains,Central Coast,Pinot Noir,Apriori
88,40.0,California,Carneros,Napa-Sonoma,Pinot Meunier,Bouchaine
88,22.0,California,Dry Creek Valley,Sonoma,White Blend,Martin Ray
88,15.0,California,Dunnigan Hills,Central Valley,Chardonnay,Matchbook
88,70.0,California,Mount Veeder,Napa,Cabernet Sauvignon,Paratus
88,16.0,California,California,California Other,Pinot Noir,Replica
93,38.0,California,Dry Creek Valley,Sonoma,Zinfandel,Dry Creek Vineyard
93,45.0,Washington,Columbia Valley (WA),Columbia Valley,Cabernet Sauvignon,Dunham
93,50.0,Washington,Red Mountain,Columbia Valley,Bordeaux-style Red Blend,Tamarack Cellars
93,24.0,Washington,Columbia Valley (WA),Columbia Valley,Viognier,Tamarack Cellars
93,86.0,California,Napa Valley,Napa,Cabernet Sauvignon,Marita's Vineyard
92,55.0,Washington,Columbia Valley (WA),Columbia Valley,Cabernet Sauvignon,Pamplin
92,85.0,California,Coombsville,Napa,Cabernet Sauvignon,Rocca
92,50.0,Washington,Horse Heaven Hills,Columbia Valley,Red Blend,Buty
92,120.0,California,Napa Valley,Napa,Bordeaux-style Red Blend,Caldwell
92,30.0,Washington,Columbia Valley (WA),Columbia Valley,Viognier,Charles Smith
92,32.0,Washington,Columbia Valley (WA),Columbia Valley,Cabernet Sauvignon-Sangiovese,Walla Walla Vintners
92,40.0,Washington,Columbia Valley (WA),Columbia Valley,Cabernet Sauvignon,Walla Walla Vintners
92,39.0,Washington,Red Mountain,Columbia Valley,Merlot,Efeste
92,85.0,California,Alexander Valley,Sonoma,Cabernet Sauvignon,Ferrari-Carano
94,75.0,California,Paso Robles,Central Coast,Rhône-style Red Blend,Epoch Estate Wines
94,120.0,California,Napa Valley,Napa,Cabernet Sauvignon,Z. Alexander Brown
94,28.0,California,Sonoma County,Sonoma,White Blend,Carlisle
94,70.0,California,Paso Robles,Central Coast,Rhône-style Red Blend,Epoch Estate Wines
94,150.0,California,Rutherford,Napa,Cabernet Sauvignon,Freemark Abbey
94,72.0,California,Happy Canyon of Santa Barbara,Central Coast,Cabernet Sauvignon,Grimm's Bluff
93,35.0,California,St. Helena,Napa,Sauvignon Blanc,Joseph Phelps
93,38.0,California,Arroyo Seco,Central Coast,Syrah,Mesa Del Sol
93,175.0,California,Napa Valley,Napa,Cabernet Sauvignon,Pine Ridge
93,36.0,California,Santa Maria Valley,Central Coast,Pinot Noir,Sandler
93,60.0,California,Napa Valley,Napa,Cabernet Sauvignon,Sixteen by Twenty
93,110.0,California,St. Helena,Napa,Cabernet Sauvignon,Stone The Crows
93,100.0,California,Edna Valley,Central Coast,Pinot Noir,Tolosa
93,80.0,California,Napa Valley,Napa,Cabernet Sauvignon,Volker Eisele Family Estate
86,20.0,Washington,Columbia Valley (WA),Columbia Valley,Cabernet Sauvignon,Arbor Crest
85,9.0,California,California,California Other,Riesling,Fetzer
85,75.0,California,Napa Valley,Napa,Merlot,Beringer
85,22.0,California,Carneros,Napa-Sonoma,Pinot Noir,Carneros Creek
85,34.0,California,Paso Robles,Central Coast,Port,Robert Hall
85,65.0,California,Mount Veeder,Napa,Bordeaux-style Red Blend,Rubissow
92,32.0,California,Santa Lucia Highlands,Central Coast,Pinot Noir,Sequana
92,71.0,California,Russian River Valley,Sonoma,Pinot Noir,Small Vines
92,60.0,Oregon,Eola-Amity Hills,Willamette Valley,Pinot Noir,Bergström
92,42.0,California,Santa Ynez Valley,Central Coast,Merlot,Happy Canyon Vineyard
92,54.0,Oregon,Chehalem Mountains,Willamette Valley,Pinot Noir,Carabella
92,75.0,California,Napa Valley,Napa,Cabernet Sauvignon,Charles Krug
92,48.0,Oregon,Willamette Valley,Willamette Valley,Pinot Noir,Rex Hill
92,100.0,California,Livermore Valley,Central Coast,Cabernet Sauvignon,Steven Kent
86,15.0,California,California,California Other,Chardonnay,Jack's House
85,20.0,California,California,California Other,Rosé,Cellars 33
85,11.0,California,Sonoma County,Sonoma,Syrah,Cline
85,28.0,California,Russian River Valley,Sonoma,Chardonnay,Bowman Cellars
99,125.0,Washington,Columbia Valley (WA),Columbia Valley,Cabernet Sauvignon,Quilceda Creek
99,94.0,California,Sonoma Coast,Sonoma,Pinot Noir,Williams Selyem
98,50.0,Washington,Columbia Valley (WA),Columbia Valley,Bordeaux-style Red Blend,Pirouette
97,150.0,California,Napa Valley,Napa,Cabernet Sauvignon,JCB
97,82.0,California,Russian River Valley,Sonoma,Pinot Noir,Williams Selyem
96,125.0,California,Oakville,Napa,Cabernet Sauvignon,Groth
96,78.0,California,Russian River Valley,Sonoma,Pinot Noir,Williams Selyem
95,56.0,California,Russian River Valley,Sonoma,Pinot Noir,Williams Selyem
95,60.0,Washington,Red Mountain,Columbia Valley,Syrah,Doyenne
95,75.0,California,Sonoma Valley,Sonoma,Chardonnay,Hanzell
88,28.0,California,Russian River Valley,Sonoma,Chardonnay,Balletto
88,34.0,New York,Finger Lakes,Finger Lakes,Syrah,Billsboro
88,35.0,California,Oakville,Napa,Chardonnay,C'est Bon
88,21.0,New York,Finger Lakes,Finger Lakes,Riesling,Château Frank
88,18.0,Washington,Columbia Valley (WA),Columbia Valley,Red Blend,Chateau Ste. Michelle
88,10.0,California,California,California Other,Pinot Noir,Dark Horse
88,16.0,Washington,Columbia Gorge (WA),Washington Other,Riesling,Dowsett Family
88,25.0,Washington,Columbia Valley (WA),Columbia Valley,Cabernet Franc,Gamache
87,20.0,New York,North Fork of Long Island,Long Island,Riesling,Paumanok
87,12.0,California,Sonoma Coast,Sonoma,Chardonnay,Broken Clouds
87,30.0,Washington,Columbia Valley (WA),Columbia Valley,Chardonnay,Browne Family Vineyards
87,24.0,Washington,Walla Walla Valley (WA),Columbia Valley,Albariño,Castillo De Feliciana
85,12.0,California,California,California Other,Pinot Noir,Gnarly Head
85,20.0,California,Napa Valley,Napa,Chardonnay,Ca' Momi
85,15.0,California,North Coast,North Coast,Red Blend,Tie-Dye
85,11.0,California,California,California Other,Chardonnay,Grayson
85,10.0,California,California,California Other,Cabernet Sauvignon,Leaping Lizard
85,25.0,California,Sonoma County,Sonoma,Red Blend,Decoy
85,18.0,Oregon,Willamette Valley,Willamette Valley,Pinot Gris,Oak Knoll
85,25.0,Oregon,Southern Oregon,Southern Oregon,Claret,Cliff Creek
85,35.0,Oregon,Rogue Valley,Southern Oregon,Claret,Del Rio
85,28.0,Oregon,Umpqua Valley,Southern Oregon,Cabernet Sauvignon,Delfino
85,10.0,California,California,California Other,Chardonnay,First & Local
85,12.0,California,California,California Other,Cabernet Sauvignon,California Republic
85,25.0,Oregon,Southern Oregon,Southern Oregon,Merlot,Cliff Creek
90,65.0,Oregon,Applegate Valley,Southern Oregon,Syrah,Quady North
90,20.0,California,Santa Ynez Valley,Central Coast,Marsanne,Qupé
90,50.0,California,Santa Maria Valley,Central Coast,Pinot Noir,Bonaccorsi
90,30.0,California,Santa Maria Valley,Central Coast,Chardonnay,Chanin
90,28.0,California,Livermore Valley,Central Coast,Cabernet Franc,Cuda Ridge Wines
90,16.0,Oregon,Willamette Valley,Willamette Valley,Pinot Gris,Lange
90,18.0,Oregon,Umpqua Valley,Southern Oregon,Sauvignon Blanc,Melrose
90,115.0,California,Napa Valley,Napa,Cabernet Sauvignon,Piña
90,35.0,California,Edna Valley,Central Coast,Grenache,Qupé
90,20.0,California,Santa Maria Valley,Central Coast,White Blend,Qupé
90,18.0,California,Santa Barbara County,Central Coast,Grenache Blanc,Tessa Marie
90,12.0,California,California,California Other,Cabernet Sauvignon,Ugly Duckling
86,14.0,California,Sonoma County,Sonoma,Fumé Blanc,Dry Creek Vineyard
86,10.0,New York,Finger Lakes,Finger Lakes,Chardonnay,Prejean
86,25.0,California,San Benito County,Central Coast,Viognier,Vinum Cellars
85,19.0,California,Carneros,Napa-Sonoma,Chardonnay,St. Clement
85,10.0,California,Lodi,Central Valley,Pinot Grigio,Renwood
85,18.0,New York,New York,New York Other,Chardonnay,Ventosa
92,48.0,California,San Luis Obispo County,Central Coast,Pinot Noir,Presqu'ile
92,30.0,California,Santa Cruz Mountains,Central Coast,Chardonnay,Sante Arcangeli
92,35.0,Washington,Washington,Washington Other,Chardonnay,Sixto
92,20.0,Washington,Columbia Valley (WA),Columbia Valley,Rhône-style Red Blend,Syncline
92,40.0,Washington,Walla Walla Valley (WA),Columbia Valley,Syrah,Two Vintners
92,40.0,Washington,Columbia Valley (WA),Columbia Valley,Syrah,Va Piano
92,22.0,California,Monterey County,Central Coast,Chardonnay,Le P'tit Paysan
92,29.0,California,Arroyo Seco,Central Coast,Syrah,Mesa Del Sol
92,56.0,Washington,Columbia Gorge (WA),Washington Other,Pinot Noir,Analemma
92,45.0,California,Alexander Valley,Sonoma,Zinfandel,Bella
92,30.0,California,Livermore Valley,Central Coast,Chardonnay,Darcie Kent Vineyards
84,10.0,Washington,Washington,Washington Other,Riesling,Washington Hills
84,29.0,Washington,Ancient Lakes,Columbia Valley,Rhône-style Red Blend,Crayelle Cellars
84,25.0,New York,Cayuga Lake,Finger Lakes,Riesling,Silver Thread
84,37.0,California,Napa Valley,Napa,Malbec,V. Sattui
84,20.0,New York,Seneca Lake,Finger Lakes,Riesling,Ventosa
84,18.0,Washington,Ancient Lakes,Columbia Valley,Rosé,Cave B
84,9.0,California,California,California Other,Red Blend,Cocobon
84,22.0,California,Knights Valley,Sonoma,Meritage,Ehret
91,33.0,Washington,Columbia Valley (WA),Columbia Valley,Rhône-style Red Blend,Helix by Reininger
